,Unnamed: 0,author,statement,source,target,BinaryTarget,BinaryNumTarget
639,639,W. Gardner,"""Right now, here in Texas, wind power is already cheaper than dirty fossil fuels.""",Barack Obama,True,REAL,1
640,640,Linda Qiu,"""In Malaysia … many of the workers are indentured servants because their passports are taken away when they come into this country and are working in slave-like conditions.""",Bernie Sanders,True,REAL,1
641,641,Warren Fiske,"States with ""the highest gun ownership rates also have the highest suicide rates.""",Mira Signer,True,REAL,1
642,642,C. Eugene,"Polls show ""Hillary Clinton wins every time with Donald Trump"" as her opponent.",Glenn Beck,True,REAL,1
643,643,Tom Kertscher,"""More people are struck by lightning than commit in-person voter fraud"" by impersonation.",Mark Pocan,True,REAL,1
644,644,Andrew Kessel,"""The barber regulation here in Missouri is 10,000 words long….the book of Revelation is (also) 10,000 words long.""",Catherine Hanaway,True,REAL,1
645,645,C. Eugene,"When it comes to fighting terrorism, ""Another thing we know that does not work, based on lots of empirical evidence, is torture.""",Hillary Clinton,True,REAL,1
646,646,Cassie Owens,"""Big soda has a lot of money. They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that we’re trying to cure.""",Jim Kenney,True,REAL,1
647,647,Sean Gorman,"""Since 1900, six (U.S. Supreme Court) justices have been confirmed during election years, including Justice Anthony Kennedy, who was confirmed in the final year of the Reagan Administration.""",Mark Herring,True,REAL,1
648,648,Filipa Ioannou,"""During three and a half years of campaigning,"" Lamar Smith ""has never once appeared at a moderated debate to defend his positions on the issues.""",Matt McCall,True,REAL,1
649,649,Sean Gorman,"""Virginia now is the number one exporter of (agricultural) products to Cuba. We have now jumped to number one.""",Terry McAuliffe,True,REAL,1
650,650,Linda Qiu,"""Bernie Sanders passed more roll call amendments in a Republican Congress than any other member.""",Bernie Sanders,True,REAL,1
651,651,Louis Jacobson,"""According to the Centers for Disease Control and Prevention (CDC), about 120 Americans on average die from a drug overdose every day. Overall, drug overdose deaths now outnumber deaths from firearms.""",Joe Pitts,True,REAL,1
652,652,Jacqueline Tempera,"""We do not have an overcrowding problem. As a matter of fact, Rhode Island has one of the lowest incarceration rates in the country.""",Richard Ferruccio,True,REAL,1
653,653,Louis Jacobson,"""Six justices"" on the U.S. Supreme Court have been ""confirmed in presidential election years since 1912.""",Mike Honda,True,REAL,1
654,654,Tom Kertscher,"""Six justices"" on the U.S. Supreme Court have been ""confirmed in presidential election years since 1912.""",Gwen Moore,True,REAL,1
655,655,Jim Tharpe,"Says a YouTube video shows Thomas DiMassimo, the man who rushed Trump at an Ohio rally, ""dragging the American flag on the ground like it was a piece of garbage.""",Donald Trump,True,REAL,1
656,656,Louis Jacobson,"""Gun violence is by far the leading cause of death for young African American men, outstripping the next nine causes of death combined.""",Hillary Clinton,True,REAL,1
657,657,Warren Fiske,"The U.S. ""doesn’t make television sets anymore.""",Donald Trump,True,REAL,1
658,658,Anthony Cave,"""One would have to go back more than a century to find a scenario where a president’s nominee for the Supreme Court was confirmed by the opposition party in the Senate when the vacancy occurred during an election year.""",Jeff Flake,True,REAL,1
659,659,Nadia Pflaum,"""We understand that this heroin is primarily coming from Mexico, over the border.""",Rob Portman,True,REAL,1
660,660,Sean Gorman,"""The Walton family of Walmart ... This one family owns more wealth than the bottom 40 percent of the American people.""",Bernie Sanders,True,REAL,1
661,661,Linda Qiu,"""More than once, I've actually had a conversation with the protesters on substance.""",Ted Cruz,True,REAL,1
662,662,C. Eugene,"Foreign aid ""is less than 1 percent of our federal budget.""",Marco Rubio,True,REAL,1
663,663,Anna Orso,"""When the City and the Fairmount Park Conservancy invested $5 million in Hunting Park, crime went down 89 percent within a half mile radius of the park over the next three years.""",Jim Kenney,True,REAL,1
664,664,C. Eugene,"Like Marco Rubio, Sen. Barack Obama had ""one of the worst attendance records in the Senate.""",Right to Rise,True,REAL,1
665,665,Linda Qiu,"""There’s no correlation between primary turnout and wins in the fall in the last 11 elections.""",David Brooks,True,REAL,1
666,666,Linda Qiu,"""There have been multiple media reports about (Donald Trump's) business dealings with the mob, with the mafia.""",Ted Cruz,True,REAL,1
667,667,Emma Hinchliffe,"""Texas is home to millions of Latinas, but the state has never elected a Latina to Congress.""",Stephanie Schriock,True,REAL,1
668,668,Eleanor Dearman,"""Building a wall"" on the U.S.-Mexico border ""will take literally years.""",Rick Perry,True,REAL,1
669,669,C. Eugene,"""African-Americans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do.""",Hillary Clinton,True,REAL,1
670,670,C. Eugene,"""There's never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer than 237 days.""",Richard Blumenthal,True,REAL,1
671,671,Linda Qiu,"""People have actually broken down the transcripts for oral arguments and (Antonin Scalia) told more jokes and got more laughs than any of the other justices.""",Stephen Colbert,True,REAL,1
672,672,Nadia Pflaum,"""We are almost halfway to our goal of 1,000 rapes prosecuted!""",Tim McGinty,True,REAL,1
673,673,Jon Greenberg,"Says Donald ""Trump supported impeachment of President (George W.) Bush.""",Our Principles PAC,True,REAL,1
674,674,Anthony Cave,"North Korea’s missiles are ""not going to have a capability to reach the United States anytime real soon.""",John McCain,True,REAL,1
675,675,Linda Qiu,"""The African-American community lost half of their wealth as a result of the Wall Street collapse.""",Bernie Sanders,True,REAL,1
676,676,Tom Kertscher,Says President John F. Kennedy released a star Green Bay Packer from military reserve duty so that he could play in the 1961 NFL Championship Game.,A.J. Jacobs,True,REAL,1
677,677,Louis Jacobson,"Says she ""is 6th in hard dollars raised and has more cash on hand than Governors (John) Kasich and (Chris) Christie combined.""",Carly Fiorina,True,REAL,1
678,678,Mark Reynolds,"""Owen in MA vs. Owen in RI … Advantage:Rhode Island.""",Gina Raimondo,True,REAL,1
679,679,Louis Jacobson,"China is ""practicing how to blow up our satellites.""",Marco Rubio,True,REAL,1
680,680,Cassie Owens,"""I am the only candidate that has endorsed Bernie Sanders for President. In PA, I've got Bernie's back.""",John Fetterman,True,REAL,1
681,681,Mark Reynolds,"""It is rare that a retirement grade determination is conducted for an officer previously retired from the U.S. armed forces.""",Jack Reed,True,REAL,1
682,682,Eleanor Dearman,"""Texas is growing twice as fast as the rest of the country.""",Joe Straus,True,REAL,1
683,683,C. Eugene,"When a Gallup poll asked about presidential candidate characteristics, ""When they get to the question on, 'Would you vote for a socialist,' it is even less popular than voting for atheists.""",Jennifer Granholm,True,REAL,1
684,684,Sean Gorman,"""Since John F. Kennedy was assassinated in 1963, more Americans have died by gunfire within our own country than American servicemen and women who were killed in all our wars.""",Virginia Center for Public Safety,True,REAL,1
685,685,Joshua Gillin,"""Anyone can die of a toothache.""",John Cortes,True,REAL,1
686,686,W. Gardner,"""In 40 years of broadcast, I have never endorsed any candidate.""",Glenn Beck,True,REAL,1
687,687,Chris Nichols,"""Two million new jobs have been created,"" in California since 2011.",Jerry Brown,True,REAL,1
688,688,Louis Jacobson,"""Today, if you were raised poor, you’re just as likely to stay poor as you were 50 years ago.""",Paul Ryan,True,REAL,1
689,689,Louis Jacobson,"Says Bernie Sanders ""has reversed his position on immunity"" for gun manufacturers and sellers.",Hillary Clinton,True,REAL,1
690,690,Mark Reynolds,"Boston is just 60 minutes away and it’s offering subsidies to developers who can charge higher rent than you can get in Providence while construction costs are more or less equal. As a result, the Boston skyline ""is completely dominated by the cranes.""",David Sweetser,True,REAL,1
691,691,Lauren Carroll,"Says Marco Rubio ""knows full well I voted for his amendment to increase military spending to $697 billion.""",Ted Cruz,True,REAL,1
692,692,Lauren Carroll,"""Our businesses have created jobs every single month since (Obamacare) became law.""",Barack Obama,True,REAL,1
693,693,Mark Reynolds,"""Let’s start with the premise that Rhode Island already has one of the 10 strictest [gun laws] amongst all the states.""",Nicholas Mattiello,True,REAL,1
694,694,Lauren Carroll,"Guantanamo has ""never been a key component of ISIS or al-Qaida propaganda.""",Stephen Hayes,True,REAL,1
695,695,Tom Kertscher,"""Here in Wisconsin, we've put in previous budgets more money into mental health services than any governor has in the last 25 years.""",Scott Walker,True,REAL,1
696,696,Lauren Carroll,"Says American polling shows Russian President Vladimir Putin has ""an 80 percent approval rating.""",Donald Trump,True,REAL,1
697,697,Jon Greenberg,"The United States spends ""almost three times per capita what they spend in the U.K."" on health care and ""50 percent more than they pay in France.""",Bernie Sanders,True,REAL,1
698,698,Louis Jacobson,"""If you are going to kill the families of terrorists, realize that there's something called the Geneva Convention we're going to have to pull out of.""",Rand Paul,True,REAL,1
699,699,Nancy Badertscher,"Since 2008, Gwinnett County’s population has grown 15 percent, while the county government staff has increased only 1 percent.",Charlotte Nash,True,REAL,1
700,700,James B.,"The U.S. ""tax rate on successful small businesses is 44.6 percent,"" while the business tax rate in Canada is 15 percent.",Paul Ryan,True,REAL,1
701,701,Warren Fiske,"""Since 2008, we have cut 5,000 positions"" from Virginia public schools.",Terry McAuliffe,True,REAL,1
702,702,Sarah Hauer,"""Probably less than 4 percent"" of Wisconsin residents ""are enjoying the subsidies"" from Obamacare.",Ron Johnson,True,REAL,1
703,703,April Hunt,The number of people in Atlanta dying from HIV and AIDS declined 59 percent between 2004 and 2012.,Fulton County Health and Wellness,True,REAL,1
704,704,Sean Nelson,"""Twenty-five percent of our kids in foster care are there because their parents are involved in drugs.""",Vicky Hartzler,True,REAL,1
705,705,Sean Nelson,"""The world food demand is going to double sometime between now and 2070.""",Roy Blunt,True,REAL,1
706,706,Sean Gorman,"Says President Barack Obama ""will not utter the words ‘radical Islamic terrorism’ and as matter of policy, nobody in the administration will say the words ‘radical Islamic terrorism.’""",Ted Cruz,True,REAL,1
707,707,Lauren Caruba,"""More black babies are aborted in NYC than born.""",Cynthia Meyer,True,REAL,1
708,708,Linda Qiu,"""Instead of fighting ISIS, (the Saudis) have focused more on a campaign to oust Iran-backed Houthi rebels in Yemen.""",Bernie Sanders,True,REAL,1
709,709,James B.,"Wisconsin’s 6th congressional ""district has more manufacturing jobs than almost any other"" in the nation.",Glenn Grothman,True,REAL,1
710,710,Lauren Carroll,"When President Barack Obama said ISIS, or ISIL, was contained, he ""was responding very specifically to the geographic expansion of ISIL in Iraq and Syria.""",Ben Rhodes,True,REAL,1
711,711,Joshua Gillin,Says income tax rates under Eisenhower were as high as 90 percent.,Bernie Sanders,True,REAL,1
712,712,Filipa Ioannou,"Will Hurd ""tends to have a 96 percent straight Republican, straight party voting record.""",Pete Gallego,True,REAL,1
713,713,Louis Jacobson,"""There are more words in the IRS code than there are in the Bible.""",Ted Cruz,True,REAL,1
714,714,Joshua Gillin,"""Marco Rubio spent $400K of your tax dollars remodeling offices, and building a members-only lounge.""",Florida Democratic Party,True,REAL,1
715,715,Mark Reynolds,"""Most Americans are ready to put it [marijuana prohibition] behind us and move on.""",Mason Tvert,True,REAL,1
716,716,Tom Kertscher,"""‘Dark money’ spending"" in the 2016 election cycle ""is 10 times what it was at the same point in the 2012 election cycle,"" when it topped $308 million.",Tammy Baldwin,True,REAL,1
717,717,Nancy Badertscher,"Electric car sales in Georgia have dropped dramatically since a $5,000 tax credit was eliminated and a $200 annual registration fee was imposed July 1.",Don Francis,True,REAL,1
718,718,W. Gardner,"A Texas police department bought an ad telling drug dealers, ""We can take your competition off the streets for FREE.""",Facebook posts,True,REAL,1
719,719,Linda Qiu,"In 2008, then-Sen. Barack Obama ""missed 60 or 70 percent of his votes."" In 2004, John Kerry missed ""close to 60 to 70 percent"" and Bob Graham missed ""over 30 percent of his votes.""",Marco Rubio,True,REAL,1
720,720,Allison Graves,"""After today, @GovJayNixon will have been overridden more times than all previous governors in #MO history #moleg""",Peter Kinder,True,REAL,1
721,721,April Hunt,Brewpubs can't sell growlers of their beer to customers.,Slice & Pint brewpub,True,REAL,1
722,722,Tom Kertscher,"""60 percent of all Americans do not want to see Planned Parenthood defunded.""",Gwen Moore,True,REAL,1
723,723,Linda Qiu,"""Sen. Sanders did vote five times against the Brady bill.""",Hillary Clinton,True,REAL,1
724,724,Lauren Carroll,"Says Donald Trump ""supports eminent domain"" and the Supreme Court’s Kelo decision.",Club for Growth,True,REAL,1
725,725,W. Gardner,"""90% of Americans want national background checks that close loopholes.""",Jeremy Bird,True,REAL,1
726,726,Joshua Gillin,"""Since 2008, U.S. crude oil output has increased by over 80 percent, an increase of over 4 million barrels a day. That is the fastest increase in U.S. history.""",Jeb Bush,True,REAL,1
727,727,W. Gardner,"""We have 650 people who move to Texas every day.""",Glenn Hegar,True,REAL,1
728,728,Jon Greenberg,"Says ""Bernie Sanders was there when it came to (same-sex) marriage 20 years ago. ... He was there when it wasn't popular.""",Chuck Todd,True,REAL,1
729,729,Lauren Carroll,"""There’s no money"" for Planned Parenthood in the bill that would keep the government open.",Tom Cole,True,REAL,1
730,730,Sean Gorman,"""Six of the 10 richest counties in the United States surround Washington, D.C.""",Mike Huckabee,True,REAL,1
731,731,Nancy Badertscher,The racial and ethnic makeup of the Gwinnett County Sheriff’s Office mirrors the community it serves.,Butch Conway,True,REAL,1
732,732,Warren Fiske,"On the main GOP presidential debate: ""Not one candidate on the debate stage has military experience … """,Jim Gilmore,True,REAL,1
733,733,April Hunt,No openly gay man has ever been elected to the Georgia Legislature.,Georgia Voice,True,REAL,1
734,734,April Hunt,Tens of thousands of Atlanta households pay more than 30 percent of their income towards rent.,Matthew Charles Cardinale,True,REAL,1
735,735,Sean Gorman,"""Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.""",Mary Mannix,True,REAL,1
736,736,Nancy Badertscher,"""Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.""",Casey Cagle,True,REAL,1
737,737,Jon Greenberg,"""The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago.""",Carly Fiorina,True,REAL,1
738,738,Nancy Badertscher,"Georgia’s CRCT ""set some of the lowest expectations for student proficiency in the nation.""",Richard Woods,True,REAL,1
739,739,Jon Greenberg,"""I'm the only governor in America ... who signed a law that says there needs to be an independent investigation any time there's a death of someone in police custody.""",Scott Walker,True,REAL,1
740,740,W. Gardner,"""The State of Texas is funding … women’s health services at historically high levels; they just increased their level another $50 million for the next two years.""",Joe Pojman,True,REAL,1
741,741,Amy Sherman,"""Trump proposed enacting the largest tax increase in American history.""",Jeb Bush,True,REAL,1
742,742,Nancy Badertscher,"Georgia has the 9th highest rate of adults, ages 18 to 64, without a high school diploma or GED.",Melissa Johnson,True,REAL,1
743,743,Sean Gorman,"""Of the 25 wealthiest nations, we're the only one that doesn't provide basic health coverage.""",Dan Gecker,True,REAL,1
744,744,Will Cabaniss,"""Saudi Arabia has the third-largest military budget in the entire world.""",Bernie Sanders,True,REAL,1
745,745,Lucas Daprile,"""By the end of this budget I'm in right now, taxes will have been cut $4.7 billion in my state.""",Scott Walker,True,REAL,1
746,746,Louis Jacobson,"""More Americans have died from guns in the United States since 1968 than on battlefields of all the wars in American history.""",Nicholas Kristof,True,REAL,1
747,747,Tom Kertscher,"Says Ron Johnson ""opposes entirely a federal minimum wage,"" except perhaps for ""guest workers.""",Russ Feingold,True,REAL,1
748,748,W. Gardner,"""To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.""",Sid Miller,True,REAL,1
749,749,Warren Fiske,"""Last year, we had zero percent growth in GDP in Virginia ...The only states that did worse than us were Alaska and Mississippi.""",Glen Sturtevant,True,REAL,1
750,750,Will Cabaniss,"""There are actually only 30 countries that practice birthright citizenship.""",S.E. Cupp,True,REAL,1
751,751,Bradley Saacks,"""Less than half of the poorest American households have a home Internet subscription.""",Julián Castro,True,REAL,1
752,752,Christian Belanger,"""You’re more likely to get struck by lightning in Texas"" than find in-person voter fraud.",Cory Booker,True,REAL,1
753,753,Jon Greenberg,"Says Donald Trump has ""changed his mind"" on abortion.",Carly Fiorina,True,REAL,1
754,754,Christian Belanger,"""African-American children are 500 percent more likely to die from asthma than white kids.""",Hillary Clinton,True,REAL,1
755,755,Linda Qiu,"""The Republican presidential nominee hasn’t won women since 1988.""",Heather McGhee,True,REAL,1
756,756,Joshua Gillin,"""As governor of Florida I defunded Planned Parenthood.""",Jeb Bush,True,REAL,1
757,757,Tom Kertscher,"Wisconsin’s ""rainy day fund"" is ""165 times bigger than when we first took office.""",Scott Walker,True,REAL,1
758,758,Nancy Badertscher,Caution: Kissing and cuddling chickens can be hazardous to your health.,Centers for Disease Control,True,REAL,1
759,759,April Hunt,"Since Volvo spurned Georgia for South Carolina in early May, some 3,455 jobs promising more than $800 million in investments have come to the Peach State.",Chris Riley,True,REAL,1
760,760,Anna Bruzgulis,"""The majority of the Hispanic population and the growth (of the population) is U.S.-born.""",Jose Diaz-Balart,True,REAL,1
761,761,Will Cabaniss,"""With the exception of baby formula, the federal government does not require any food to carry an expiration date, and state laws vary widely.""",John Oliver,True,REAL,1
762,762,Joshua Gillin,"Says David Jolly refused ""to cut spending for a national greenhouse in D.C.""",Club for Growth,True,REAL,1
763,763,Linda Qiu,"""(Hillary Clinton's State Department) actually admonished one of her ambassadors because he wasn’t using the proper server.""",Rand Paul,True,REAL,1
764,764,Jon Greenberg,"Says Donald Trump ""has supported a Canadian-style universal health care system.""",Erick Erickson,True,REAL,1
765,765,April Hunt,The murder rate in Atlanta is on the rise this year.,Atlanta neighborhood association,True,REAL,1
766,766,Joshua Gillin,Says Bill and Hillary Clinton attended Donald Trump's last wedding.,Carlos Curbelo,True,REAL,1
767,767,Sean Gorman,"""The actual deportations from the interior of the country are way down"" under President Obama.",Bob Goodlatte,True,REAL,1
768,768,Tom Kertscher,"Says Scott Walker's views on abortion are more restrictive ""than any Republican president in recent times.""",Tammy Baldwin,True,REAL,1
769,769,Anna Bruzgulis,"""In New Orleans, nearly 100 percent of our kids are in charter schools.""",Bobby Jindal,True,REAL,1
770,770,Katie Sanders,"Despite what Donald Trump claims, ""there weren’t 15,000 people who turned out in Phoenix"" to see Trump speak.",Rachel Maddow,True,REAL,1
771,771,Lauren Carroll,"Says she ""called for addressing risks of derivatives, cracking down on subprime mortgages and improving financial oversight"" early on in the financial crisis.",Hillary Clinton,True,REAL,1
772,772,W. Gardner,"""Jasper County in Texas raised property taxes by 7 percent in order to pay for one death penalty case.""",Ron Paul,True,REAL,1
773,773,April Hunt,"Replacing 100,000 old toilets with water-efficient models has saved 2.4 million gallons of water every day.",Metropolitan North Georgia Water Planning District,True,REAL,1
774,774,Jon Greenberg,"""Greece is not a big economy. It's about the size of metropolitan Miami.""",Paul Krugman,True,REAL,1
775,775,Linda Qiu,"""The House of Representatives just voted 300-131 to remove ‘country-of-origin labeling’ on chicken, pork, and beef sold in the U.S.""",Facebook posts,True,REAL,1
776,776,Joshua Gillin,"Says his release of 33 years of tax returns is ""more than any presidential candidate in history.""",Jeb Bush,True,REAL,1
777,777,Nancy Badertscher,"Only five states, including Georgia, do not have a hate crimes law.",Various media reports 2,True,REAL,1
778,778,W. Gardner,"""If you want to vote in"" Texas, ""you can use a concealed-weapon permit as a valid form of identification, but a valid student ID isn’t good enough.""",Hillary Clinton,True,REAL,1
779,779,April Hunt,"Between 1980 and 2010, water usage in Georgia dropped even as the state’s population grew.",Athens Banner-Herald,True,REAL,1
780,780,Katie Sanders,"""46 percent of women between the age of 16 to 24 despise sexual contact"" in Japan.",Aziz Ansari,True,REAL,1
781,781,Sean Gorman,"""More than half of women under 30 who give birth do so outside of marriage...""",Don Beyer,True,REAL,1
782,782,Linda Qiu,"The Confederate battle flag at the South Carolina statehouse ""must fly at a height of 30 feet. Any changes -- taken down, or even at half-staff, if that can be done -- must be passed by a supermajority of the General Assembly.""",Jean Casarez,True,REAL,1
783,783,Mark Reynolds,"""This March, for the first time in human history, the monthly average carbon dioxide in our atmosphere exceeded 400 parts per million. The range had been 170-300 parts per million for hundreds of thousands of years.""",Sheldon Whitehouse,True,REAL,1
784,784,Lauren Carroll,"""The top 25 hedge fund managers (are) making more than all of America's kindergarten teachers combined.""",Hillary Clinton,True,REAL,1
785,785,Nancy Badertscher,Ninety-seven percent of Americans do not receive subsidies for health care under the Affordable Care Act.,Austin Scott,True,REAL,1
786,786,Nancy Badertscher,Georgia residents file the most insurance claims for lightning strikes in the country.,State Farm Insurance,True,REAL,1
787,787,Jon Greenberg,"47 percent of Americans ""can’t pay for an unexpected $400 expense through savings or credit cards, without selling something or borrowing money.""",Hunter Schwarz,True,REAL,1
788,788,Joshua Gillin,"""We reduced the government workforce by 13,000, 11 percent, during my eight years.""",Jeb Bush,True,REAL,1
789,789,April Hunt,"""Our reserves are now in much better shape than they were just a few years ago.""",Lee May,True,REAL,1
790,790,Katie Sanders,"""Fox News barely covered (the Duggar family) scandal until Megyn Kelly was able to secure this interview.""",Brian Stelter,True,REAL,1
791,791,Nancy Badertscher,"""Since 2010, eight children in Georgia have died due to vehicular heatstroke.""",Nathan Deal,True,REAL,1
792,792,Louis Jacobson,"""You can fill out your tax return in Estonia online in five minutes.""",Jeb Bush,True,REAL,1
793,793,W. Gardner,"""One out of five of our children live in a family that’s on food stamps.""",Rick Perry,True,REAL,1
794,794,Louis Jacobson,"""For the first time in 35 years, we have more businesses dying than we do starting.""",Marco Rubio,True,REAL,1
795,795,Jon Greenberg,"""We spend more money on lobbying than we do on campaigns.""",George Will,True,REAL,1
796,796,Tom Kertscher,"A 50-50 public-private split for paying for a new Milwaukee Bucks arena would ""be much better -- in terms of the portion of the public financing -- than most of the other arena projects done around the country.""",Tim Sheehy,True,REAL,1
797,797,Louis Jacobson,"If you count United States airstrikes against ISIS, ""75 percent of those combat missions return to base without having fired a weapon.""",John McCain,True,REAL,1
798,798,Louis Jacobson,"Says Sen. Rand Paul, R-Ky., has stated that supporting the ""right to health care ... means you believe in slavery.""",Sarah Silverman,True,REAL,1
799,799,Nancy Badertscher,Georgia ranks 49th for women serving in elected state and federal offices.,Institute for Women's Policy Research,True,REAL,1
800,800,Joshua Gillin,"Says he was known as ""Veto Corleone"" for cutting spending as Florida governor.",Jeb Bush,True,REAL,1
801,801,Warren Fiske,"""The United States is one of only seven nations that allows elective abortions after 20 weeks post-fertilization.""",The Family Foundation,True,REAL,1
802,802,Dave Umhoefer,"""Accidents are down 50 percent and injury accidents are down 60 percent"" in the rebuilt Marquette Interchange in Milwaukee.",Wisconsin Transportation Builders Association,True,REAL,1
803,803,April Hunt,"Georgia is on track for 1,200 traffic fatalities this year, a reversal of nine years of declines.",Russell McMurry,True,REAL,1
804,804,C. Eugene,"Annual precipitation ""has increased in Rhode Island by over 12 inches in the last century.""",David Cicilline,True,REAL,1
805,805,Katie Sanders,"Says Mike Huckabee appeared in diabetes infomercials to endorse ""cures and treatments that no health agency supports.""",Ron Fournier,True,REAL,1
806,806,Nancy Badertscher,The state budget will include scholarship money for minority students as a concession to Senate Democrats for supporting the GOP-initiated transportation bill.,Senate Democrats,True,REAL,1
807,807,Jon Greenberg,"""During the Bush administration, you actually had a prominent liberal write a book about how Bush was preparing for a fascist takeover of this country.""",Rich Lowry,True,REAL,1
808,808,Sean Gorman,"An audit shows ""there are 6.5 million people who have active Social Security numbers who are 112 years of age or older,""",Mark Warner,True,REAL,1
809,809,Tom Kertscher,"Wisconsin's non-discrimination law ""doesn't protect members of the trans-gender community.""",Jason Rae,True,REAL,1
810,810,Katie Sanders,"""When we moved into the White House, we had the lowest net worth of any family since Harry Truman.""",Bill Clinton,True,REAL,1
811,811,C. Eugene,"""The people of Tiverton have historically supported [gambling measures] at a rate higher than the rest of the state.""",John Taylor,True,REAL,1
812,812,Lauren Carroll,"""The Iranians are now saying that what we're saying the deal is and what they understand it to be are two different things.""",Marco Rubio,True,REAL,1
813,813,April Hunt,Distracted driving such as texting behind the wheel is behind a rise in traffic deaths on Georgia roadways this year.,Georgia Department of Transportation,True,REAL,1
814,814,Amy Sherman,"""I’m the only member of the House of Representatives who raised most of his campaign funds in the last election from small contributions of less than $200.""",Alan Grayson,True,REAL,1
815,815,Lauren Carroll,"""Of the 13 (Bill) Clinton speeches that fetched $500,000 or more, only two occurred during the years his wife was not secretary of state.""",Peter Schweizer,True,REAL,1
816,816,Allie Morris,"""Hillary Clinton’s State Department sent three comedians to India on the ‘Make Chai, Not War’ tour.""",Rand Paul,True,REAL,1
817,817,Alex Wilts,"""The unemployment rate among blacks in Texas is 9.5% -- far more than double white unemployment -- and wages have fallen for black workers in Texas since 2000.""",Texas Organizing Project,True,REAL,1
818,818,Amy Sherman,"""We have an 80 percent graduation rate in high school after spending more per student than any country in the world other than Liechtenstein, I think, or Luxembourg and a couple other small countries.""",Jeb Bush,True,REAL,1
819,819,Clay Wirestone,"""The fastest-growing part of the Pentagon’s budget are health care expenses.""",Evan Bayh,True,REAL,1
820,820,C. Eugene,"""More than 30 cents of every state tax dollar goes to Medicaid.""",Elizabeth Roberts,True,REAL,1
821,821,Louis Jacobson,"""We are in the sixth year of recovery, and median income is below what it was at the start of the recovery.""",Jeb Bush,True,REAL,1
822,822,James B.,Wisconsin’s attorney general and state treasurer ordered the daughter of Earth Day founder Gaylord Nelson not to discuss climate change on state time.,NextGen Climate Action Committee,True,REAL,1
823,823,Jon Greenberg,"""You can’t build a Christian church in Saudi Arabia.""",Sean Hannity,True,REAL,1
824,824,Katharina Fiedler,"Seventy percent of Americans ""don't have a college degree.""",Rick Santorum,True,REAL,1
825,825,April Hunt,"Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities.",Mary Margaret Oliver,True,REAL,1
826,826,Warren Fiske,"""Did you know that the U.S. is one of the very few nations in the world without an official language?""",Randy Forbes,True,REAL,1
827,827,James B.,"Says he ""paid one dollar for"" a sweater at Kohl’s.",Scott Walker,True,REAL,1
828,828,Tom Kertscher,"""White people control almost 90 percent of the nation's wealth.""",Starbucks,True,REAL,1
829,829,April Hunt,"Under current conditions, by 2023, the interest payments on the national debt will be $722 billion, larger than the projected defense spending of $696 billion.",Tom Price,True,REAL,1
830,830,Jon Greenberg,"Liberty University students ""were mandated"" to attend Sen. Ted Cruz’s presidential announcement ""or they would be fined.""",Jess McIntosh,True,REAL,1
831,831,Alex Wilts,"Ted Cruz was ""the longest-serving solicitor general in the history of Texas.""",Jerry Falwell Jr.,True,REAL,1
832,832,April Hunt,Uber and other ride-share firms are not required to carry auto insurance under Georgia law.,Rich Golick,True,REAL,1
833,833,Tom Kertscher,"Polling shows that nearly 74 percent of National Rifle Association members ""support requiring background checks for all gun sales.""",Lena Taylor,True,REAL,1
834,834,April Hunt,The proposed transportation tax plan revokes a tax-credit for consumers’ electric cars while the state retains similar credits for similar vehicles for businesses.,Atlanta Journal-Constitution,True,REAL,1
835,835,Nancy Badertscher,"Under legislation that has cleared the Georgia House, some children who are ""legal refugees"" could obtain state scholarships to attend private schools.",The Associated Press,True,REAL,1
836,836,Katie Mulvaney,"""Contrary to popular belief, we actually don’t have that many public employees…We are well below average in the number of public employees.’’",Gina Raimondo,True,REAL,1
837,837,C. Eugene,"""Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises.""",Steven Frias,True,REAL,1
838,838,W. Gardner,"""Already this calendar year, since January 1, we have had more than 20,000 people come across the border, apprehended, unauthorized.""",Greg Abbott,True,REAL,1
839,839,Sean Gorman,"""America produces more oil and gas than any other nation in the world.""",Rick Perry,True,REAL,1
840,840,Tom Kertscher,"Six of the nation’s 10 wealthiest counties, ""according to median income, are in and around the Washington, D.C. area.""",Scott Walker,True,REAL,1
841,841,Steve Contorno,"""The Clintons' foundation took millions from foreign governments"" including United Arab Emirates and Saudi Arabia.",American Crossroads,True,REAL,1
842,842,Katie Mulvaney,"Thirty U.S. cities have Triple A baseball teams and ""virtually everyone of them [is] playing in government owned ballparks.""",James Skeffington,True,REAL,1
843,843,Jon Greenberg,The potential Iran nuclear agreement would limit Iran to the number of centrifuges needed for a weapon but too few for a nuclear power program.,Michael Morell,True,REAL,1
